"ARN","Name","EminenceScore"
"3924","Marie Mahoney","61.50"
"4386","Don Doll","61.50"
"4591","Sunshine Parker","61.50"
"4803","Dick McBride","61.50"
"1410","Stephen Jurika","61.50"
"1630","Troels Fink","61.50"
"2472","Raymond D. Bowman","61.50"
"2713","P A M Mellbye","61.50"
"3203","Bill Shirley","61.50"
"824","Robert Wellesley-Cole","61.50"
"1919","George Davis","61.50"
"2227","George Toley","61.50"
"2146","Adele Palmer","61.50"
"341","Werner Hinz","61.50"
"1650","Buell Quain","61.50"
"206","Gabriel-Marie Garrone","61.50"
"963","Eugen Weidmann","61.50"
"621","Günther Krupkat","61.50"
"77","René Crevel","61.50"
"256","René Higonnet","61.50"
"506","Anne de Vries","61.50"
"524","Lili Damita","61.50"
"1513","Ann Doran","61.50"
"2218","Peter Gowland","61.50"
"2336","Guy Lapébie","61.50"
"3660","Suzanne Cloutier","61.50"
"4035","Beatriz Aguirre","61.50"
"4578","Jacques Bergerac","61.50"
"3830","Gil Hodges","61.25"
"4521","John Brademas","61.25"
"6867","Anita Bryant","61.25"
"7048","Tim McCarver","61.25"
"7550","Jo Jo White","61.25"
"7613","Johnny Miller","61.25"
"8978","Kevin Young","61.25"
"9088","Davide Rebellin","61.25"
"3675","Richard Kleindienst","61.25"
"4325","Happy Rockefeller","61.25"
"6961","Terry Dischinger","61.25"
"4417","Alex Groza","61.25"
"4782","Alain Vanzo","61.25"
"5069","Gilbert Garcin","61.25"
"5673","Michael Batterberry","61.25"
"5895","Eric Hilton","61.25"
"6231","Glenn Douglas Tubb","61.25"
"6753","Antônio Bivar","61.25"
"8279","Miss.Tic","61.25"
"8569","Mike Francis","61.25"
"6363","Don Ohl","61.25"
"6488","Jon Herwig Carlsen","61.25"
"6537","Richard E. Carver","61.25"
"6919","Jens Hoyer Hansen","61.25"
"7637","Alexandra Hay","61.25"
"7961","Mike Quarry","61.25"
"3940","Henry R. Horsey","61.25"
"4094","Georgia Carr","61.25"
"4329","Tony Holguin","61.25"
"4807","Bjørg Løhnner Øien","61.25"
"4979","Mago Orona Gándara","61.25"
"5161","Lou Berberet","61.25"
"5981","Bob Wasserman","61.25"
"6109","Dicky Moegle","61.25"
"6133","Ingvald Godal","61.25"
"8637","Feiez","61.25"
"2284","Vincent P. de Poix","61.25"
"3911","Harry Meyen","61.25"
"4106","Mildred Kornman","61.25"
"4716","Alan Sawyer","61.25"
"5283","Tom Morgan","61.25"
"2226","Jesse W. Markham","61.25"
"2871","Olivia Barclay","61.25"
"3215","Robert O'Hearn","61.25"
"4039","Jo Decker","61.25"
"4434","Dick Dickey","61.25"
"5026","Ken Jackson","61.25"
"5270","Ted Topor","61.25"
"1577","Dore Hoyer","61.25"
"3287","Jones Osborn","61.25"
"1383","Maclovia Ruiz","61.25"
"1903","Leland McPhie","61.25"
"2024","Catherine Craig","61.25"
"2143","Marion Parker","61.25"
"676","Charlie Gelbert","61.25"
"1133","Walton Musser","61.25"
"1330","Johnnie Davis","61.25"
"1275","Jens Henrik Nordlie","61.25"
"656","Harald Throne-Holst","61.25"
"495","Joachim Gottschalk","61.25"
"1157","René Truhaut","61.25"
"1310","Harriet Doerr","61.25"
"1732","Francisco Zuniga Chavarria","61.25"
"2019","Andre Frossard","61.25"
"2551","Sam Smith","61.25"
"3511","Aud Schønemann","61.25"
"3517","Claude Alphandéry","61.25"
"3920","Norman Alden","61.25"
"4011","Ervil LeBaron","61.25"
"4519","Joseph Bernal","61.25"
"4602","Johnny Williams","61.25"
"4865","Siqueira Campos","61.25"
"5710","Richard Secord","61.25"
"6770","Alice Palmer","61.25"
"7985","Dominique Bagouet","61.25"
"4615","John William Chancellor","61.00"
"2655","Dick Haymes","61.00"
"8716","Brady Anderson","61.00"
"8938","Eric Turner","61.00"
"9456","Adam Petty","61.00"
"4880","Alice Baber","61.00"
"5393","Bob Friend","61.00"
"5796","Jean-Jacques Guyon","61.00"
"6043","Alexandre de Mérode","61.00"
"7437","Les Harvey","61.00"
"7595","Augusto Daolio","61.00"
"7960","Rose Laurens","61.00"
"5035","Polly Lou Livingston","61.00"
"6326","Tommy Dysart","61.00"
"6412","François Bacqué","61.00"
"6707","Tony Dreyfus","61.00"
"6943","Dagne Groven Myhren","61.00"
"7176","Torkjell Berulfsen","61.00"
"7785","John Watson","61.00"
"7794","Manuel Dammert","61.00"
"8273","Debbie Smith","61.00"
"9538","Colin Bloomfield","61.00"
"4513","Carol Brewster","61.00"
"6480","Bjørn Lie-Hansen","61.00"
"7840","Kenneth Michael Kays","61.00"
"8396","Simon Walker","61.00"
"3083","Christopher H. Phillips","61.00"
"3496","Grady Hatton","61.00"
"3933","David Eagleson","61.00"
"4343","Mel Keefer","61.00"
"4494","Gjert Wilhelmsen","61.00"
"4549","Henry O. Lampe","61.00"
"4667","Bob Wilkinson","61.00"
"5263","Richard Davis","61.00"
"2711","Knut Eidem","61.00"
"3049","Herbert L. Beckington","61.00"
"3424","Jean Dupong","61.00"
"3551","Rolf Ramm Østgaard","61.00"
"4030","Art Murakowski","61.00"
"4215","Randi Hultin","61.00"
"4267","Joel Williams","61.00"
"4600","Layne Jr. Tom","61.00"
"1166","Gladys Schmitt","61.00"
"2516","Bill Ash","61.00"
"2730","John C. Elliott","61.00"
"3341","Annabelle Lee","61.00"
"3578","Jim Lounsbury","61.00"
"3793","Haaken Christensen","61.00"
"559","W. L. "Young" Stribling","61.00"
"1481","Leonard Boden","61.00"
"2066","Charles F. Passel","61.00"
"2416","Anna Macleod","61.00"
"1189","Phil Andros","61.00"
"2043","Leah Ray","61.00"
"883","Maria Matray","61.00"
"331","Roger Tréville","61.00"
"590","Jeanne Sully","61.00"
"110","Erwin Schulz","61.00"
"185","Mary Odette","61.00"
"46","Antonieta Rivas Mercado","61.00"
"906","Jean Aerts","61.00"
"914","Jean Louis","61.00"
"1091","Sylvester Weaver","61.00"
"2288","George Montgomery","61.00"
"2929","Alberto Cañas Escalante","61.00"
"3361","Hélie de Saint Marc","61.00"
"6200","Albert Bustamante","61.00"
"7938","Camilo Ortega","61.00"
"8158","Ross Browner","61.00"
"3313","John Bunch","61.00"
"4466","Bobby Layne","60.75"
"5117","Thomas Eagleton","60.75"
"5487","Lowell Weicker","60.75"
"6032","Henry Cooper","60.75"
"9030","Régine Cavagnoud","60.75"
"10118","Mason Lowe","60.75"
"6571","Jay Robert Nash","60.75"
"7128","Michael Kabotie","60.75"
"7473","Klaus Hagerup","60.75"
"8052","JoJo Billingsley","60.75"
"6644","Robert Amundson","60.75"
"8959","Doug Ericksen","60.75"
"4320","Nan Leslie","60.75"
"4694","Jean Howell","60.75"
"7297","Arne Strand","60.75"
"7336","Tony Costa","60.75"
"7448","Katja Medbøe","60.75"
"7564","Kalai Strode","60.75"
"2600","Henry Calvin","60.75"
"3490","Liv Dommersnes","60.75"
"3869","Herbert J. McChrystal","60.75"
"3962","Knut Steen","60.75"
"4031","Lane Nakano","60.75"
"4078","Haakon Bjørklid","60.75"
"4474","Henry Tippie","60.75"
"4687","Wayne D. Bennett","60.75"
"5208","Swen Swenson","60.75"
"5699","Jack Imel","60.75"
"6284","4th Baron Stamp Trevor Stamp","60.75"
"2174","Fred Haas","60.75"
"2950","Jens-Halvard Bratz","60.75"
"3632","Jack Laird","60.75"
"4112","Bobby Balcena","60.75"
"4169","Bruce Hilkene","60.75"
"5249","Lillebet Foss","60.75"
"1957","Enriqueta Legorreta","60.75"
"3096","Cliff Bourland","60.75"
"699","Truesdell Sparhawk Brown","60.75"
"799","Eldred G. Smith","60.75"
"1629","Georges Beaucourt","60.75"
"1658","Amaro da Cunha","60.75"
"758","Evelyn Holt","60.75"
"918","Louis Jr. Adlon","60.75"
"101","Guido Carobbi","60.75"
"555","Claire Rommer","60.75"
"635","Sarah Stewart","60.75"
"1586","Edward S. Kennedy","60.75"
"2046","Joe Gordon","60.75"
"2576","Howard Boatwright","60.75"
"4465","Edmond Purdom","60.75"
"5798","Kaare Norum","60.75"
"5830","Jos Chabert","60.75"
"8022","Marinho Chagas","60.75"
"5690","Bill Fitch","60.50"
"5824","Lee Radziwill","60.50"
"8780","Ron Gant","60.50"
"10298","Arina Averina","60.50"
"1191","Gianandrea Gavazzeni","60.50"
"4562","Gerardo Marotta","60.50"
"4793","Tarcísio Padilha","60.50"
"5410","Harold R. Jr. DeMoss","60.50"
"7123","Gilbert Moses","60.50"
"7755","Cecilia","60.50"
"7862","Steve Ripley","60.50"
"7968","Kaci Kullmann Five","60.50"
"6546","Tony Yates","60.50"
"7055","Rudy Schlesinger","60.50"
"8089","Mark Littell","60.50"
"8385","Amber Richards","60.50"
"8996","Christophe Caze","60.50"
"9178","Adrian Doherty","60.50"
"9530","Gian Carlo Vacchelli","60.50"
"9624","Jon Paul Steuer","60.50"
"4704","Anne-Lise Kullmann","60.50"
"5675","Bob Wilkins","60.50"
"7431","Tom Shaw","60.50"
"7495","Michael Lynch","60.50"
"9577","Holly Piirainen","60.50"
"1955","Robert Emhardt","60.50"
"3806","Barbara Jean Wong","60.50"
"4398","Charles Jr. Duncan","60.50"
"5316","Dick Hammer","60.50"
"7380","Ivair","60.50"
"1282","Philip Cochran","60.50"
"2841","Jack McGrath","60.50"
"3810","John J. Jr. Ford","60.50"
"3950","Mike C. Pena","60.50"
"4479","Jack Dwyer","60.50"
"4656","Morris Mills","60.50"
"4715","Norm Carter","60.50"
"1745","Tom Kaulukukui","60.50"
"1792","Richard Smart","60.50"
"1799","Robert E. L. Taylor","60.50"
"2134","Royden G. Derrick","60.50"
"2197","Jack Hanlon","60.50"
"2285","Andrew Watt Kay","60.50"
"2722","Wah Kau Kong","60.50"
"1322","Gordon Oliver","60.50"
"1805","Marie Hammontree","60.50"
"1968","Rudolf Möller","60.50"
"2406","Mildred Vorpahl Baass","60.50"
"9","Otto Baum","60.50"
"115","Marie Bell","60.50"
"554","Carlos Torre Repetto","60.50"
"1491","Aly Prince Khan","60.50"
"2017","Paul Jarrico","60.50"
"2086","Rafael Hernández Ochoa","60.50"
"3379","James Noble","60.50"
"3590","Dolores Fuller","60.50"
"3931","Joe Allison","60.50"
"4160","Emmett Chappelle","60.50"
"4323","Dick Williams","60.50"
"4546","Chris Costner Sizemore","60.50"
"6516","Duchess of Rutland Frances Manners","60.50"
"6036","Grady Gaines","60.33"
"7936","Paul Westphal","60.25"
"9405","Akbar Gbaja-Biamila","60.25"
"3895","Geraldine Stutz","60.25"
"4599","Tom Fleming","60.25"
"4614","Conte Candoli","60.25"
"5133","Mario Brescia Cafferata","60.25"
"5253","Wallace Sampson","60.25"
"6621","Jeanne Little","60.25"
"7332","Carlo Marcelletti","60.25"
"8251","Roger Forsythe","60.25"
"8871","Muriel Degauque","60.25"
"6130","Jim Kincaid","60.25"
"6136","Norman Powell","60.25"
"6507","Timothy Brown","60.25"
"8264","Frank Attkisson","60.25"
"8717","Doug Lewis","60.25"
"8793","Linda Kay Manns","60.25"
"2784","Otto Skopil","60.25"
"4657","Kathryn Vonderau","60.25"
"4689","Carlton Elliott","60.25"
"5791","Ed Joyce","60.25"
"6066","Marvin Schick","60.25"
"6288","Buddy Humphrey","60.25"
"1180","Irene Hervey","60.25"
"2180","Gérard Jaquet","60.25"
"2622","Dee Molenaar","60.25"
"2894","Derek Bond","60.25"
"3147","Peggy Rea","60.25"
"3583","Dave Strack","60.25"
"3665","John Magee","60.25"
"3780","Manuel Real","60.25"
"4116","Knut Berg","60.25"
"4801","Paul Unruh","60.25"
"1500","Perry T. Rathbone","60.25"
"2241","J. Kenneth Robinson","60.25"
"3229","Leif Vetlesen","60.25"
"4307","Arne Christiansen","60.25"
"4344","Ed Koffenberger","60.25"
"4409","Murray Wall","60.25"
"4542","Dick Rozek","60.25"
"4854","Bill Svoboda","60.25"
"5232","Ron Samford","60.25"
"1243","Alex Golden Oblad","60.25"
"1896","Otello Toso","60.25"
"2072","Richard Loree Anderson","60.25"
"3189","Ralph Hamilton","60.25"
"1151","Clara Solovera","60.25"
"1747","Mario Riva","60.25"
"2356","Thore Heramb","60.25"
"1037","Georg Hygen","60.25"
"1587","Stephen McGill","60.25"
"1840","Willy Simonsen","60.25"
"854","Kristian Kristiansen","60.25"
"633","Finn Havrevold","60.25"
"802","Georg Renno","60.25"
"665","Grete Keilson","60.25"
"689","Annette Richardson Dinwoodey","60.25"
"214","Berta Drews","60.25"
"360","Abigail Kapiolani Kawānanakoa","60.25"
"431","Pixie O'Harris","60.25"
"760","Piero Taruffi","60.25"
"1178","Billy Herman","60.25"
"1423","Theodoor Overbeek","60.25"
"2008","Lee Bowman","60.25"
"2198","Mary Jane Croft","60.25"
"2318","Pierre Sancan","60.25"
"2670","Jacqueline Porel","60.25"
"3478","Gustavo Alatriste","60.25"
"4424","James E. Akins","60.25"
"5807","Michael Pertschuk","60.25"
"9764","Omar Mateen","60.25"
"8307","Nikki Sudden","60.00"
"6383","Claude Brasseur","60.00"
"9494","Chris Duncan","60.00"
"5856","Easley Jr. Blackwood","60.00"
"6198","Fred Bongusto","60.00"
"6216","Stein Mehren","60.00"
"6509","Larry Zox","60.00"
"6549","Bob Schul","60.00"
"7726","Pierre Rapsat","60.00"
"8487","Kaat Tilley","60.00"
"8766","Little Jimmy King","60.00"
"9043","Savannah","60.00"
"6253","Pietro Spada","60.00"
"5775","Jack Smith","60.00"
"6196","Gustav Heiberg Simonsen","60.00"
"6251","Colin R. McMillan","60.00"
"6405","Simon Eine","60.00"
"6646","Bill Alsup","60.00"
"6744","Kari Vogt","60.00"
"6898","Haakon Børde","60.00"
"7002","Indus Arthur","60.00"
"7579","Nicholas Bissell","60.00"
"7899","Jan Zajic","60.00"
"2409","Robert Cornthwaite","60.00"
"2613","Jane Bryan","60.00"
"3073","Bruce Weatherill","60.00"
"3277","Robert Rockwell","60.00"
"6191","Jack Behrens","60.00"
"2624","David R. Kingsley","60.00"
"2907","August P. Mardesich","60.00"
"3059","Edward B. Singleton","60.00"
"3191","Turney W. Leonard","60.00"
"3376","Ed Updegraff","60.00"
"3684","Dave Robbins","60.00"
"4045","Odd Østbye","60.00"
"4625","Harold Wertz","60.00"
"4743","Charlie Gorin","60.00"
"4792","Joe Ethridge","60.00"
"4884","Buzz Dozier","60.00"
"5356","Billy Muffett","60.00"
"1451","Marcelo Chávez","60.00"
"3979","Earl N. McArthur","60.00"
"4139","SJ Stovall","60.00"
"1446","Robert McBride","60.00"
"2181","Øivind Eckhoff","60.00"
"1095","Angus Cameron","60.00"
"2110","Arvid Storsveen","60.00"
"974","Israel Krupp","60.00"
"1159","Bernard P. Brockbank","60.00"
"462","Madeleine Christie","60.00"
"152","Karl Beurlen","60.00"
"361","Emmy Damerius-Koenen","60.00"
"280","Gladys Monroe","60.00"
"579","Paul Thieme","60.00"
"598","Robert Couturier","60.00"
"703","Boleslaw Barlog","60.00"
"1085","William Edward Hanford","60.00"
"1366","Lupita Tovar","60.00"
"1688","Léo Marjane","60.00"
"1710","Madeleine Sologne","60.00"
"1864","Elvira Ríos","60.00"
"1950","Princess of Greece and Denmark Sophie","60.00"
"2479","Johnny Sain","60.00"
"2934","Sergio Livingstone","60.00"
"3557","Shirley Ardell Mason","60.00"
"3655","Pete Candoli","60.00"
"4333","Elio Pandolfi","60.00"
"5049","Paolo Poli","60.00"
"6120","Fredrik Fasting Torgersen","60.00"
"6966","Gianni Cavina","60.00"
"7110","Celly Campello","60.00"
"7225","Jean-Marie Demange","60.00"
"7319","Don Grady","60.00"
"7674","Sérgio Guerra","60.00"
"1819","Gerald Ford","59.75"
"3023","Mike Douglas","59.75"
"5845","Frank Gorshin","59.75"
"6586","Jim Otto","59.75"
"5927","Jimmie Rodgers","59.75"
"4074","Marcel Bluwal","59.75"
"5106","Marcia Hafif","59.75"
"5166","Billy Waugh","59.75"
"5584","William Lockhart Garwood","59.75"
"5649","Roger Boutry","59.75"
"5746","Joy Corning","59.75"
"6436","Jack Starrett","59.75"
"6825","Roger Kirby","59.75"
"6878","Anna Maria Tatò","59.75"
"6981","Karyn Kupcinet","59.75"
"7298","Rosemary Catacalos","59.75"
"6009","Barbara Hillyer","59.75"
"6030","Suzanne Stiver Lie","59.75"
"6440","Tony Carrillo","59.75"
"6611","Herschell Turner","59.75"
"6727","Phillip Isenberg","59.75"
"7660","John Zook","59.75"
"8135","Tom Underwood","59.75"
"6314","Thomas J. O'Brien","59.75"
"6692","John Gregory","59.75"
"6702","Jack Hamilton","59.75"
"6937","Philip H. Hayes","59.75"
"7273","Svein Longva","59.75"
"8509","Gordon McMaster","59.75"
"3068","Jennifer Holt","59.75"
"3435","John Bromfield","59.75"
"3500","Preben Munthe","59.75"
"3617","Lon McCallister","59.75"
"3701","Thomas Tackaberry","59.75"
"4062","Richard Vande Hoef","59.75"
"4294","Wayne Townsend","59.75"
"4448","Naomi Meier","59.75"
"4553","Dick Goldstein","59.75"
"7730","Linda Cook","59.75"
"2790","Oscar F. Perdomo","59.75"
"3542","Ralph A. Jr. Anderson","59.75"
"3722","John Jr. Hill","59.75"
"3885","Edward Cornelius Jr. Reed","59.75"
"3980","Ed Stevens","59.75"
"4132","Martha Joy Gottfried","59.75"
"4964","Tom Riley","59.75"
"4983","John Broujos","59.75"
"5220","Bert Clark","59.75"
"5381","Jerry Oliver","59.75"
"1210","Archie Jackson","59.75"
"1856","Scott Armstrong","59.75"
"2248","James K. Johnson","59.75"
"2554","Burton E. Grossman","59.75"
"2632","Tor Tank-Nielsen","59.75"
"2873","Margie Stewart","59.75"
"1235","Harry Gumbert","59.75"
"2768","Charles F. Bowman","59.75"
"1724","Magli Elster","59.75"
"54","Paul Ivano","59.75"
"116","Suzanne Wurtz","59.75"
"40","Kees Verwey","59.75"
"108","Helen Gahagen Douglas","59.75"
"713","Pierre Boileau","59.75"
"942","Bill Holland","59.75"
"1454","Simone Renant","59.75"
"1515","Lloyd M. Mustin","59.75"
"1532","John McCarten","59.75"
"2119","Tom Morel","59.75"
"2125","Dave McCoy","59.75"
"2324","Leon Day","59.75"
"3845","Ruth Leuwerik","59.75"
"5168","Elena Gianini Belotti","59.75"
"5470","Sergio Sebastiani","59.75"
"5612","Roger Piantoni","59.75"
"5869","Roger Perry","59.75"
"4736","Kent L. Wakeford","59.67"
"6930","Roman Gabriel","59.50"
"8599","Tim Belcher","59.50"
"5002","Robert Lehrer","59.50"
"5040","Robert D. Fulton","59.50"
"5160","Don January","59.50"
"5273","Jean Gandois","59.50"
"5378","Christiane Collange","59.50"
"5534","Ghislain de Diesbach","59.50"
"5717","Jack Schwartzman","59.50"
"5924","Jewel Akens","59.50"
"6046","Marina Cicogna","59.50"
"7362","Philippe Bodson","59.50"
"7592","Charlie Hickcox","59.50"
"6978","Bill Tobin","59.50"
"7408","Larry Howard","59.50"
"7764","Franco Gasparri","59.50"
"7911","Claudia Griffith","59.50"
"9059","Michel Breistroff","59.50"
"9161","Caleb Schaber","59.50"
"5457","Frank M. McPhee","59.50"
"5540","Charles G. Abrell","59.50"
"5574","Janet Rumsey","59.50"
"5686","Gene Fraise","59.50"
"5815","Arthur Neu","59.50"
"6502","Alan F. Wilt","59.50"
"6592","L. Dennis Smith","59.50"
"6685","Frank McKinney","59.50"
"6817","Dudu","59.50"
"6881","Iain Mills","59.50"
"7170","Bob Wade","59.50"
"7549","Harmon Wray","59.50"
"8159","David Edward Maust","59.50"
"8838","Miguel Miranda","59.50"
"2103","P. G. Lim","59.50"
"3266","Warren Stute","59.50"
"3469","Clint Hartung","59.50"
"3785","Dorothy Harrell","59.50"
"4049","Kay E. Kuter","59.50"
"4258","Craig Dixon","59.50"
"4280","Sue Casey","59.50"
"2115","Robert Henrion","59.50"
"2673","Charles J. Pilliod","59.50"
"3295","Ernie Derr","59.50"
"4327","Knut T. Giæver","59.50"
"5420","Billy Jack Saucier","59.50"
"5529","Dick Fugler","59.50"
"5546","Bill Lucky","59.50"
"5880","Doyle Nix","59.50"
"6111","Craven C. Rogers","59.50"
"2776","Harry Taylor","59.50"
"2955","Guinn Smith","59.50"
"3099","Mosse Jørgensen","59.50"
"1553","James John Hogan","59.50"
"1823","George L. III Street","59.50"
"2204","Jan Wiley","59.50"
"1490","Doug Russell","59.50"
"1575","Charles Kenney Duncan","59.50"
"197","Andrée Joly","59.50"
"1287","Leif Juster","59.50"
"2570","Jacques Baratier","59.50"
"2646","Charles Banks Wilson","59.50"
"2742","Bulldog Turner","59.50"
"2898","Pierre Jonquères d'Oriola","59.50"
"4746","Heinz Baumann","59.50"
"6093","André Boniface","59.50"
"6923","Vera Tschechowa","59.50"
"5621","Dabney Coleman","59.25"
"8751","David West","59.25"
"8782","Glenallen Hill","59.25"
"5180","Jean-Charles Thomas","59.25"
"5507","René Teulade","59.25"
"5979","Carlos Cámara","59.25"
"6116","Claude Jr. Jarman","59.25"
"6721","Michael Rudman","59.25"
"7182","Luigi Meroni","59.25"
"7851","Barbara Blida","59.25"
"8362","Ciro Pessoa","59.25"
"8441","Randy Gardner","59.25"
"6147","Earline S. Rogers","59.25"
"6394","Bill Groman","59.25"
"6704","Ron Greene","59.25"
"7415","Dick Drago","59.25"
"7453","Paulo Amoretty","59.25"
"7973","Sergio Barreda","59.25"
"8948","Chris Haney","59.25"
"5891","Don Kent","59.25"
"8191","Aline Nistad","59.25"
"8453","Eivind Rølles","59.25"
"1323","Clifford Battles","59.25"
"1531","Renée Simonot","59.25"
"1798","Alice Jackson Stuart","59.25"
"3193","Otto Grieg Tidemand","59.25"
"3371","Dorothy Morris","59.25"
"4650","Per Wendelbo","59.25"
"4823","Grethe Werner","59.25"
"4888","Tor Arneberg","59.25"
"5615","Ku Yi","59.25"
"2703","Marion J. Jr. Levy","59.25"
"3593","Hank Foldberg","59.25"
"3997","Chuck Zink","59.25"
"4075","Bud Molin","59.25"
"5806","Ferd Burket","59.25"
"5851","Wes Whitead","59.25"
"1944","Raymond Clyne McNichols","59.25"
"2315","Bill Bevens","59.25"
"2601","Peder Lunde","59.25"
"2821","Børre Falkum-Hansen","59.25"
"2864","Pierce McKennon","59.25"
"2892","Karl Steinocher","59.25"
"2914","Duke Iversen","59.25"
"2982","Byron Palmer","59.25"
"3225","Harold Keller","59.25"
"3272","Tommy Farrell","59.25"
"3741","Piem","59.25"
"2390","Peggy Ahern","59.25"
"1417","Ole Jacob Malm","59.25"
"1507","Johan B. Hygen","59.25"
"1258","Joseph Kahahawai","59.25"
"12","Gianna Pederzini","59.25"
"134","Michel Seuphor","59.25"
"201","Lily Bouwmeester","59.25"
"260","Fernando Pessa","59.25"
"796","John Walker","59.25"
"1219","M. J. Frankovich","59.25"
"2309","Russell Wilbur Peterson","59.25"
"2948","Gianrico Tedeschi","59.25"
